키워드,네이버검색량,PC,모바일,경쟁정도,추이지수,추이,월별추이
스트랩샌들,12720,1620,11100,높음,10.3,급하락,12.9|20.6|21.8|11.5|2.2|0.6|0.4|0.4|0.7|0.8|1.8|4.9|10.3
스틱,3210,710,2500,중간,3.1,급하락,5.6|5.5|5.1|5.0|4.8|4.7|5.5|5.2|5.7|3.8|4.2|3.4|3.1
스페셜케어,10,5,5,높음,,,
스포츠양말,16620,6220,10400,높음,17.9,급하락,28.8|25.7|23.7|50.3|100|81.8|31.1|31.5|32.2|18.3|23.5|20.7|17.9
스포츠언더웨어,270,50,220,높음,0.2,유지,0.2|0.2|0.2|0.1|0.2|0.1|0.1|0.1|0.0|0.1|0.1|0.2|0.2
스포츠타올,11890,2480,9410,중간,6.8,급하락,13.3|10.8|16.3|12.6|7.9|5.6|4.8|4.7|4.3|3.7|5.5|6.5|6.8
스포츠화,130,20,110,높음,0.1,하락,0.1|0.1|0.1|0.1|0.1|0.1|0.0|0.0|0.0|0.1|0.1|0.0|0.1
스프레이,5180,1150,4030,중간,3.4,급하락,5.1|4.8|5.1|5.4|4.8|3.9|3.8|4.1|4.2|3.1|3.4|3.4|3.4
슬리브,13820,3420,10400,높음,9.4,급하락,11.9|11.0|11.9|11.2|11.0|9.9|8.8|8.0|8.1|7.3|8.8|9.4|9.4
슬리퍼,122500,26800,95700,높음,72.0,급하락,77.7|96.0|97.7|91.8|100|76.6|39.6|36.1|43.1|45.8|60.6|67.0|72.0
슬링백,35520,6720,28800,높음,6.4,급하락,9.7|8.9|8.2|7.7|7.3|5.8|4.3|3.9|4.1|3.8|5.4|6.3|6.4
시계,357600,134000,223600,중간,55.2,하락,69.1|73.2|71.3|86.3|89.0|77.8|74.3|100|74.0|68.0|72.2|65.6|55.2
시계ACC,10,5,5,낮음,,,
시계보관함,7810,1600,6210,높음,1.4,급상승,1.1|1.0|1.2|1.5|1.2|1.1|1.2|1.2|1.4|1.4|1.5|1.3|1.4
실내화,17120,3620,13500,중간,2.9,급하락,5.5|5.3|5.2|6.5|4.9|4.9|5.0|5.4|5.8|7.5|6.0|3.2|2.9
썬바이저,6790,1060,5730,높음,16.7,급하락,21.0|22.0|21.6|15.0|11.4|9.4|7.8|8.0|7.5|6.4|9.7|14.4|16.7
썬캡,31090,4590,26500,중간,83.8,급하락,91.3|100|91.5|45.6|21.5|13.3|9.6|7.6|9.8|14.0|36.3|78.3|83.8
썬케어,170,40,130,높음,0.2,급하락,0.5|0.4|0.5|0.3|0.0|0.0|0.1|0.1|0.2|0.2
아동가방,160,20,140,높음,0.4,급상승,0.4|0.2|0.3|0.4|0.4|0.1|0.4|0.7|0.6|0.5|0.4|0.3|0.4
아동레인부츠,550,50,500,높음,1.6,급하락,2.4|3.5|0.8|0.2|0.2|0.2|0.0|0.0|0.1|1.1|1.1|1.6
아동방한화,10,5,5,낮음,2.4,급하락,16.6|66.1|81.9|26.4|2.4
아동슈즈,25,5,20,높음,0.2,유지,0.2|0.2
아동슬리퍼,740,90,650,높음,29.2,급하락,37.3|33.2|32.2|22.2|13.0|14.2|12.5|11.2|12.8|12.1|19.6|25.8|29.2
아동시계,380,40,340,높음,14.6,상승,20.3|16.6|14.2|16.3|13.2|10.7|14.2|24.0|14.0|12.6|22.2|19.2|14.6
아동운동화,1030,140,890,높음,49.1,급상승,74.7|55.7|33.6|45.4|81.9|70.3|56.1|48.6|42.6|67.7|100|67.0|49.1
아령,17590,3590,14000,높음,6.4,급하락,7.4|8.3|9.1|8.5|6.9|5.1|4.2|5.0|5.8|4.8|5.4|5.9|6.4
아우터,2460,480,1980,높음,1.2,급상승,1.9|1.3|1.1|1.4|2.4|5.4|5.8|4.0|3.3|2.8|3.3|1.9|1.2
아이스박스,61000,13800,47200,높음,18.5,급하락,21.4|26.8|41.7|29.0|17.9|11.5|7.7|6.8|5.8|5.6|8.1|13.2|18.5
아쿠아슈즈,76100,15600,60500,높음,17.5,급하락,27.2|44.1|100|67.8|18.0|11.1|10.4|12.9|16.8|12.7|9.4|11.6|17.5
안경,57300,10400,46900,높음,22.3,하락,24.7|23.7|26.5|34.9|48.7|41.3|22.4|21.7|27.4|22.5|24.1|22.0|22.3
앵클부츠,3900,2290,1610,높음,7.0,급상승,3.4|3.2|2.2|26.2|95.2|100|60.3|48.9|36.9|17.2|18.2|11.9|7.0
야구 배팅,610,80,530,높음,0.7,하락,0.7|0.6|0.5|0.6|0.4|0.6|0.4|0.3|0.3|0.4|0.4|0.5|0.7
야구글러브,33890,4490,29400,중간,47.7,유지,47.4|40.2|28.4|28.6|31.3|30.9|28.4|27.2|16.9|14.9|27.6|39.2|47.7
야구모자,9140,1400,7740,높음,12.9,하락,17.0|13.5|13.9|14.1|11.4|11.5|10.3|9.2|9.9|9.2|13.1|13.4|12.9
야구배트,10060,1410,8650,중간,12.9,하락,14.9|13.3|10.8|10.5|10.5|12.2|10.8|10.2|7.0|6.4|9.0|10.7|12.9
야구화,5560,740,4820,높음,4.3,유지,5.2|4.8|4.4|4.4|4.2|3.8|3.4|3.1|3.3|3.5|5.2|4.5|4.3
야전침대,16950,3350,13600,중간,12.6,급하락,18.7|18.9|18.6|17.4|16.6|16.2|11.6|8.7|7.4|7.3|10.4|12.0|12.6
양말,61300,13400,47900,높음,46.7,유지,61.9|52.7|45.6|57.3|100|87.2|62.1|64.7|52.3|39.6|54.5|52.0|46.7
언더레이어,780,190,590,중간,0.6,급하락,0.8|1.6|1.5|1.0|1.0|0.6|0.6|0.4|0.4|0.3|0.4|0.5|0.6
언더웨어,3580,670,2910,중간,2.9,하락,2.7|2.9|3.2|2.8|2.3|2.3|2.2|2.3|2.6|2.4|2.9|2.6|2.9
언더웨어세트,75,5,70,높음,0.1,유지,0.1|0.1|0.2|0.1|0.2|0.1|0.1|0.1|0.2|0.1|0.2|0.0|0.1
에센스,8130,1320,6810,중간,65.4,하락,100|69.2|79.3|71.4|71.7|66.1|74.0|89.7|95.7|86.5|79.7|80.5|65.4
여권지갑,6640,1360,5280,중간,47.0,유지,63.2|53.6|64.6|71.9|66.8|57.3|59.8|58.8|80.1|71.0|75.2|56.5|47.0
여성귀걸이,720,110,610,높음,5.4,상승,5.2|4.7|4.7|5.3|5.8|4.9|5.9|8.8|7.0|6.1|6.3|5.7|5.4
여성기타쥬얼리,10,5,5,낮음,,,
여성목걸이,2970,380,2590,높음,23.6,하락,27.6|26.8|25.6|27.4|24.7|21.7|22.3|30.1|23.7|21.2|25.6|23.5|23.6
여성반지,1260,130,1130,높음,10.5,유지,12.8|11.7|11.4|12.9|11.1|11.1|11.6|15.7|14.5|11.7|13.4|10.9|10.5
여성배드민턴상의,25,5,20,중간,0.0,유지,0.0|0.0|0.0
여성벨트,10390,1190,9200,높음,94.8,급상승,72.0|61.1|52.8|52.1|73.8|64.1|41.6|35.1|34.1|36.2|80.4|100|94.8
여성보드복상의,10,5,5,낮음,0.2,상승,0.0|0.5|1.0|0.2
여성보드복하의,10,5,5,낮음,0.0,유지,0.0|0.0
여성브로치,190,20,170,높음,0.4,급상승,0.5|0.2|0.2|0.2|0.3|0.4|0.5|0.6|0.4|0.5|0.4|0.3|0.4
여성비치웨어,170,40,130,높음,0.1,급하락,0.3|0.5|1.2|0.5|0.1|0.1|0.1|0.1|0.2|0.1|0.1|0.0|0.1
여성수영복,21560,2260,19300,높음,35.3,급하락,45.9|62.4|100|67.0|37.1|24.6|27.8|32.3|40.3|31.5|35.6|32.3|35.3
여성스키복상의,10,5,5,높음,0.0,급상승,0.0|0.3|0.8|1.2|0.5|0.0
여성스키복하의,10,5,5,낮음,0.1,유지,0.1|0.1
여성스포츠선글라스,120,20,100,높음,1.1,급상승,0.8|0.7|0.2|0.1|0.0|0.0|0.2|0.3|1.1|1.1
여성시계,10100,1170,8930,높음,93.4,하락,95.5|94.7|85.8|99.2|100|85.8|65.2|76.4|72.9|67.3|79.4|79.7|93.4
여성싸이클링상의,10,5,5,낮음,,,
여성싸이클링하의,10,5,5,낮음,,,
여성장갑,330,30,300,높음,1.6,급상승,1.1|0.5|0.7|2.6|1.2|7.5|27.3|59.4|27.6|6.6|2.5|1.7|1.6
여성쥬얼리세트,10,5,5,낮음,,,
여성지갑,11830,1230,10600,높음,44.1,급상승,37.9|31.8|34.8|37.7|37.1|35.2|32.6|50.3|51.7|64.9|57.8|44.0|44.1
여성청결제,20740,2140,18600,중간,67.7,하락,89.5|81.0|89.8|100|88.2|77.1|75.3|75.3|87.2|72.6|80.4|73.9|67.7
여성팔찌,4160,520,3640,높음,13.2,급하락,14.6|16.2|15.9|15.5|12.9|9.2|8.6|11.6|9.9|7.7|9.2|10.8|13.2
여성헤어ACC,10,5,5,낮음,,,
여아래쉬가드,14400,1200,13200,높음,23.0,급하락,27.9|53.9|100|38.2|11.3|6.2|4.4|6.3|9.0|8.4|10.6|17.4|23.0
여아수영복,13610,1110,12500,높음,29.1,급하락,36.0|53.6|69.4|30.8|14.2|9.1|10.5|14.0|18.9|16.3|22.8|25.6|29.1
여행가방,15990,2790,13200,높음,45.2,급하락,68.5|63.2|69.8|72.3|67.1|61.7|61.4|56.7|70.1|58.3|56.1|47.5|45.2
염색,23120,2020,21100,높음,62.6,급하락,78.2|74.9|81.7|74.0|66.7|61.7|60.0|64.9|66.0|59.2|61.9|62.7|62.6
오리발,11890,2480,9410,높음,8.3,급하락,13.6|13.8|24.4|21.0|11.3|7.1|8.3|7.3|8.6|6.6|7.7|7.7|8.3
오일,5160,830,4330,중간,4.3,급하락,11.9|9.3|8.6|8.4|6.7|5.8|6.1|6.9|6.9|5.0|10.4|6.2|4.3
옥스포드,6350,1270,5080,높음,6.4,유지,8.8|6.9|6.9|8.1|9.4|7.5|6.9|11.7|11.5|11.3|9.2|7.4|6.4
왁스,11960,1660,10300,높음,10.6,급하락,15.7|59.0|100|16.1|15.6|12.6|11.3|10.9|9.1|7.9|9.3|9.9|10.6
요가매트,44500,9200,35300,높음,34.0,하락,41.9|40.0|44.2|47.4|44.0|32.5|34.9|34.5|41.4|31.5|42.9|41.1|34.0
요가양말,5300,650,4650,중간,4.3,하락,5.0|6.3|6.0|5.9|6.1|5.5|6.4|6.9|8.3|5.2|5.8|5.6|4.3
우산,43000,11200,31800,높음,39.4,급하락,60.1|72.3|58.2|63.9|100|73.4|20.5|21.3|17.7|15.3|34.0|35.8|39.4
운동화,70600,14200,56400,높음,64.7,유지,88.1|81.1|73.0|73.8|87.7|88.2|76.2|73.3|71.7|70.1|87.6|79.3|64.7
워머,5440,800,4640,중간,4.8,유지,5.3|4.7|5.2|3.9|4.4|8.7|19.0|23.6|17.2|5.4|5.3|4.8|4.8
워시,3850,650,3200,중간,2.0,급상승,1.2|1.3|1.2|1.2|1.1|1.1|1.0|1.1|3.3|10.4|1.1|1.5|2.0
워치와인더,3430,750,2680,중간,1.3,하락,1.3|1.2|1.5|1.5|1.3|1.3|1.1|1.3|1.3|1.2|1.3|1.3|1.3
워커,11790,1870,9920,높음,5.0,하락,6.5|5.6|6.1|7.5|8.1|8.9|7.9|7.5|6.9|5.9|6.2|5.4|5.0
워킹화,10840,3750,7090,높음,4.2,급상승,6.0|5.4|4.3|4.6|5.6|5.0|4.3|3.5|3.8|4.0|7.3|7.7|4.2
워터레깅스,5540,960,4580,중간,1.4,급하락,2.8|4.2|9.8|5.1|1.5|0.8|1.1|1.3|1.6|1.2|1.1|1.1|1.4
원피스,154700,27900,126800,높음,53.7,급하락,69.7|89.6|100|87.9|79.1|58.0|33.1|34.7|38.9|31.4|53.9|49.6|53.7
원피스수영복,10940,1430,9510,높음,20.1,급하락,32.1|42.5|72.0|51.2|23.2|14.6|16.6|19.7|24.7|18.5|18.8|17.6|20.1
웨이스트,820,160,660,낮음,2.0,급하락,3.3|3.4|2.8|2.7|2.4|2.2|2.2|1.9|1.8|1.6|2.3|2.3|2.0
웨지힐,8570,1250,7320,높음,21.5,급하락,21.2|21.9|24.3|11.3|8.2|5.4|2.6|2.3|3.2|4.8|9.3|14.7|21.5
웻슈트,6010,1030,4980,중간,10.4,급하락,10.5|13.4|18.1|16.3|9.7|6.5|5.8|7.7|12.3|6.8|6.4|6.8|10.4
유모차,32170,6070,26100,높음,74.2,하락,100|92.4|83.8|92.0|83.6|80.5|74.6|71.8|72.6|66.4|78.1|79.5|74.2
유아동보드복,10,5,5,낮음,,,
유아동스키복,10,5,5,낮음,0.0,유지,0.0|0.0
의자,59000,20100,38900,중간,40.2,하락,54.8|51.4|49.3|71.9|100|81.7|51.0|50.0|59.6|47.6|51.1|43.6|40.2
인형,19150,5650,13500,높음,14.0,급하락,24.3|22.0|24.0|27.5|22.7|20.8|18.8|22.1|17.8|15.8|15.6|14.5|14.0
입욕제,7900,1390,6510,중간,5.9,급하락,7.6|8.6|8.7|13.6|13.0|11.4|8.4|10.7|10.8|7.8|7.7|6.3|5.9
자전거용품,5590,1480,4110,높음,6.6,급하락,8.9|8.5|6.8|7.6|7.5|6.0|3.6|2.8|2.3|2.8|5.2|6.5|6.6
자켓,10390,4790,5600,높음,13.6,급상승,17.1|10.7|8.3|37.5|100|91.1|26.5|16.3|21.9|22.9|40.2|26.2|13.6
잡화,1770,530,1240,높음,1.9,급하락,3.5|3.4|3.1|3.1|3.0|2.8|2.7|2.7|2.6|2.1|2.3|2.0|1.9
장갑,12230,5660,6570,높음,13.3,유지,18.2|16.0|15.5|38.3|76.9|70.4|67.3|96.5|62.1|20.5|20.7|15.6|13.3
장지갑,4600,770,3830,높음,5.9,하락,8.4|7.2|7.4|8.4|7.8|7.9|6.8|7.4|9.2|8.7|7.6|5.6|5.9
전동휠,7120,1150,5970,중간,24.2,급하락,34.8|32.6|27.2|28.4|24.2|25.7|25.2|19.2|18.3|16.5|22.0|22.6|24.2
점퍼,3600,730,2870,높음,22.7,급상승,31.9|21.1|16.0|25.4|37.1|62.5|62.6|51.2|33.7|31.4|44.2|35.5|22.7
점프수트,13410,1510,11900,높음,46.4,급하락,81.5|100|98.7|64.8|43.4|27.8|17.8|16.4|15.4|14.8|20.0|33.4|46.4
정장,12130,2330,9800,중간,55.2,급하락,91.5|71.1|59.8|71.2|85.1|88.2|82.1|70.6|73.2|59.8|60.8|56.1|55.2
정장구두,2230,460,1770,높음,9.8,유지,13.6|10.3|8.9|11.2|14.2|15.9|16.3|13.2|13.3|10.8|12.8|11.2|9.8
제모,12450,1350,11100,높음,36.2,급하락,43.1|45.1|46.3|39.0|28.0|23.6|20.8|21.0|24.8|23.3|27.3|31.7|36.2
젤,5600,470,5130,중간,12.7,급하락,18.6|17.9|18.4|17.9|14.7|13.9|14.3|15.5|14.9|12.7|13.5|13.0|12.7
조거,880,70,810,높음,1.4,하락,2.7|1.8|1.7|1.6|2.0|3.1|4.0|3.2|2.5|1.7|2.1|1.8|1.4
조거팬츠,13510,3510,10000,높음,45.2,유지,90.3|60.1|43.6|37.5|56.5|88.0|85.6|67.6|56.8|44.8|75.4|78.7|45.2
조끼,9920,2530,7390,높음,36.0,상승,53.9|39.1|35.6|41.4|46.4|79.5|100|83.9|61.0|42.3|58.6|51.3|36.0
줄,4470,1200,3270,높음,4.4,하락,5.7|5.7|5.2|5.4|5.8|5.0|5.7|4.3|4.2|3.6|4.6|4.9|4.4
줄넘기,21200,4700,16500,중간,18.7,상승,23.5|23.6|25.5|25.4|24.7|17.7|19.7|21.2|22.5|17.9|30.7|28.0|18.7
중지갑,440,80,360,높음,0.5,급하락,0.9|0.7|0.8|1.0|0.8|0.8|0.7|0.8|0.9|0.8|0.7|0.5|0.5
쥬얼리보관함,810,100,710,중간,0.9,상승,0.7|0.7|0.7|0.9|0.8|0.8|0.6|0.8|1.1|0.9|0.8|0.8|0.9
지갑,29240,8740,20500,높음,28.2,급하락,44.5|37.3|42.2|61.9|100|78.2|30.9|32.7|44.5|37.8|33.9|28.0|28.2
짐볼,9750,1600,8150,중간,26.2,하락,29.9|30.3|33.3|32.6|31.7|25.8|25.1|30.5|38.6|25.9|29.9|25.6|26.2
짚업,290,60,230,높음,1.0,급상승,1.6|1.1|0.8|1.1|2.6|4.3|3.1|2.4|2.2|1.5|2.3|1.7|1.0
찜기,17880,3180,14700,중간,43.7,급하락,72.6|70.7|78.8|87.5|85.4|79.4|81.9|80.2|100|63.8|64.8|51.1|43.7
첼시부츠,4670,840,3830,높음,14.6,유지,21.1|20.0|15.3|17.9|34.1|54.5|65.3|61.3|40.9|26.2|23.7|18.1|14.6
축구용품,2750,620,2130,높음,7.0,급하락,11.3|9.5|9.1|8.3|8.3|8.2|9.5|10.2|8.0|6.4|7.3|6.8|7.0
축구장갑,300,50,250,높음,0.2,하락,0.4|0.3|0.3|0.4|0.5|2.2|5.5|4.9|4.0|1.9|0.5|0.3|0.2
축구화,39820,5520,34300,높음,24.8,급하락,36.6|32.6|26.5|23.6|24.9|25.6|23.3|23.2|21.2|19.3|26.3|25.7|24.8
취사용품,10,5,5,높음,0.0,급하락,0.1|0.1|0.3|0.0|0.0|0.0
치약,59700,15000,44700,높음,38.2,유지,40.6|44.2|48.3|66.8|91.2|70.1|40.4|47.6|100|45.8|50.5|43.9|38.2
침낭,13860,2560,11300,중간,13.6,유지,19.8|12.5|10.9|16.2|25.1|33.8|25.1|20.5|20.5|13.5|14.3|14.8|13.6
칫솔,44800,11500,33300,중간,35.9,유지,38.4|37.3|43.1|66.8|100|77.6|36.4|39.3|53.3|41.1|46.0|39.5|35.9
카드지갑,64600,10500,54100,중간,60.6,하락,79.5|75.4|80.3|85.9|77.8|71.0|63.1|70.7|77.0|73.4|75.3|62.0|60.6
캐쥬얼점퍼,10,5,5,높음,0.0,급하락,0.0|0.0|0.0|0.0
캔들,10020,3760,6260,높음,9.3,하락,15.0|14.7|15.7|13.0|12.9|12.8|14.3|15.7|12.1|10.0|16.0|17.4|9.3
캡모자,23050,3050,20000,높음,22.2,급하락,27.8|26.6|30.3|25.8|19.0|18.1|15.8|15.6|16.6|15.5|20.1|22.0|22.2
커프스,3560,480,3080,높음,5.1,급상승,4.4|4.3|3.9|4.2|4.3|4.1|4.2|4.4|4.6|5.4|5.4|5.6|5.1
커플세트,50,10,40,높음,0.0,급하락,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
코트,4330,690,3640,높음,5.6,상승,7.7|9.8|12.4|18.2|20.8|53.6|100|91.1|66.8|36.4|20.0|7.4|5.6
쿠션,22640,3940,18700,높음,31.2,급하락,48.3|45.6|44.1|46.3|41.3|37.9|34.5|34.9|35.9|30.4|34.3|31.4|31.2
쿨러,6080,1450,4630,중간,7.7,급하락,9.6|10.9|13.4|11.6|8.9|6.8|5.6|5.3|5.7|4.7|5.4|6.1|7.7
퀼팅자켓,240,40,200,높음,0.0,급상승,0.1|0.0|0.0|0.2|0.5|2.2|2.4|0.8|0.6|1.1|1.4|0.3|0.0
크로스백,70500,10000,60500,높음,7.2,급하락,10.3|10.0|9.8|9.8|8.3|7.5|6.9|7.1|7.7|6.7|7.6|7.2|7.2
크롭레깅스,55,5,50,높음,0.0,급하락,0.0|0.0|0.0|0.0|0.0|0.0
크림,732600,284500,448100,높음,80.8,유지,82.8|74.9|86.0|96.3|100|94.8|86.3|81.1|77.7|70.3|84.1|80.2|80.8
클러치,5020,1250,3770,높음,0.5,급하락,0.8|0.8|0.9|0.8|0.8|0.7|0.7|0.7|0.7|0.7|0.6|0.6|0.5
클러치백,8000,1170,6830,높음,10.2,급하락,14.9|13.9|13.5|14.5|13.2|11.9|17.6|9.1|9.3|9.1|11.4|9.8|10.2
키링,46460,9560,36900,높음,59.8,급하락,95.6|94.8|100|95.9|92.0|79.1|76.5|80.2|76.2|65.1|70.7|65.6|59.8
키홀더,3760,930,2830,높음,4.6,급하락,9.0|8.2|7.2|10.1|6.9|5.8|6.2|7.7|7.5|8.0|5.9|5.1|4.6
타이,9710,1310,8400,높음,10.4,급하락,16.6|17.1|16.3|15.0|15.6|16.0|13.4|13.7|12.5|10.4|11.9|11.6|10.4
타이즈,2650,350,2300,높음,3.5,유지,3.9|3.8|4.0|3.7|3.8|7.1|10.8|11.8|8.9|5.3|4.4|3.7|3.5
타프,46610,9110,37500,중간,73.8,급하락,88.7|100|88.7|72.7|56.1|50.9|17.4|11.2|10.1|12.1|27.3|49.8|73.8
태닝,11250,1150,10100,높음,17.5,급하락,21.2|26.1|34.9|26.2|15.3|10.0|8.2|7.6|8.3|8.2|10.7|14.3|17.5
털모자,600,110,490,높음,1.1,급상승,1.1|1.0|1.1|1.9|4.2|11.6|32.2|52.0|38.6|9.0|2.5|1.4|1.1
테니스용품,2990,730,2260,높음,5.0,급하락,7.2|6.7|7.4|6.6|6.2|4.9|4.8|5.1|4.5|4.2|4.8|5.0|5.0
테니스화,17320,3520,13800,높음,26.8,하락,33.8|33.7|32.7|31.7|31.6|25.7|24.7|21.6|24.4|24.6|33.1|27.9|26.8
테이블,22240,5340,16900,높음,40.0,하락,51.1|48.4|48.9|52.0|51.1|48.4|47.7|47.3|49.5|41.8|47.1|41.9|40.0
텐트,32720,6920,25800,중간,66.9,급하락,100|97.4|84.2|84.0|84.4|79.7|50.8|37.6|32.5|31.5|44.8|56.8|66.9
토시,7760,1560,6200,중간,13.5,급하락,19.4|23.4|24.1|16.6|22.7|17.6|16.8|17.7|14.9|10.1|11.3|11.5|13.5
토치,11540,2820,8720,높음,20.9,급하락,42.0|33.0|31.6|32.1|35.4|39.7|32.8|37.9|42.4|26.8|25.3|21.8|20.9
토트백,26160,4560,21600,높음,35.0,하락,49.0|47.7|48.6|63.7|53.7|48.0|43.8|47.0|50.7|44.0|57.1|40.1|35.0
튜브,22980,5580,17400,높음,16.6,급하락,21.5|36.7|100|67.7|17.3|10.7|10.1|10.7|12.0|10.1|10.8|12.0|16.6
트레이닝,3570,910,2660,높음,4.0,하락,5.8|5.2|5.6|5.1|5.7|5.6|5.3|4.9|5.4|4.4|5.5|5.0|4.0
트레이닝복,4040,880,3160,높음,6.8,상승,12.9|7.0|7.0|12.1|12.1|16.9|14.8|12.1|11.5|10.2|13.7|11.3|6.8
트레이닝상의,110,30,80,높음,0.1,급상승,0.4|0.1|0.1|0.1|0.2|0.4|0.2|0.2|0.2|0.2|0.3|0.3|0.1
트레이닝하의,15,5,10,높음,0.0,급하락,0.0|0.0|0.1|0.1|0.0|0.0|0.0|0.0
트레이닝화,1060,240,820,중간,1.8,급상승,1.2|1.4|1.4|1.6|1.5|1.4|1.1|1.0|1.7|1.7|2.5|1.7|1.8
트렌치코트,2270,480,1790,높음,7.1,급상승,12.5|4.6|5.1|12.2|37.1|62.9|26.1|9.7|10.5|30.6|100|48.2|7.1
트리트먼트,16880,3080,13800,중간,29.3,급하락,74.0|53.4|58.9|54.8|49.9|50.2|55.6|57.1|49.5|37.0|38.6|31.2|29.3
티셔츠,30300,11300,19000,높음,51.2,급하락,66.9|69.3|66.3|91.3|57.6|48.7|33.3|24.2|22.4|22.7|38.0|45.6|51.2
파우더,7840,1370,6470,중간,13.3,급하락,18.2|17.5|19.5|19.1|16.2|13.2|11.5|11.5|11.8|10.4|12.9|12.8|13.3
파우치,28740,5640,23100,높음,10.8,하락,14.2|15.4|14.1|15.7|13.4|12.1|11.8|13.9|15.0|12.9|13.1|11.6|10.8
파티용품,4520,1120,3400,높음,1.8,급하락,3.0|2.8|2.8|2.7|2.6|2.5|3.1|4.2|2.6|1.7|1.9|2.0|1.8
팔찌,61000,10700,50300,높음,21.4,급하락,25.3|27.6|26.9|36.8|52.4|40.5|17.7|16.5|19.2|16.1|18.0|19.0|21.4
패드,10580,2000,8580,높음,3.9,급하락,6.3|6.1|6.3|6.4|6.1|5.9|5.4|6.4|6.3|4.8|5.2|4.2|3.9
패딩,5620,990,4630,높음,1.8,상승,2.4|3.3|4.7|7.6|12.7|52.1|100|82.6|47.7|17.6|7.1|2.4|1.8
패딩부츠,250,50,200,높음,0.3,유지,0.4|0.5|1.0|2.3|4.7|19.5|58.2|100|44.6|9.0|1.3|0.3|0.3
패딩점퍼,220,30,190,높음,0.3,급상승,0.4|0.3|0.4|0.9|2.1|24.1|30.0|27.3|24.7|15.6|7.5|0.7|0.3
팩,4850,780,4070,높음,7.9,급하락,20.6|17.7|17.4|17.4|11.9|11.1|11.4|10.9|11.2|7.8|8.4|7.9|7.9
팬던트,5330,1260,4070,높음,8.0,하락,8.6|8.4|9.1|8.6|8.4|8.0|7.8|8.5|8.5|7.2|8.2|7.9|8.0
팬츠,3250,470,2780,높음,5.3,하락,6.4|5.7|5.6|5.3|5.1|5.7|5.6|4.8|4.8|4.1|5.5|5.2|5.3
펌,5520,460,5060,높음,23.2,급하락,44.7|39.1|46.0|41.7|36.3|35.9|36.1|39.4|37.6|30.7|25.7|24.8|23.2
펌프스,2510,400,2110,높음,10.4,급상승,12.3|8.7|9.1|17.2|18.0|16.5|11.0|9.5|11.3|13.0|19.0|14.3|10.4
페도라,4230,830,3400,높음,15.7,급하락,25.9|23.5|24.1|23.1|19.2|19.3|17.7|17.2|15.6|15.7|15.3|19.2|15.7
폴대,4620,1290,3330,높음,18.9,급하락,35.0|31.5|30.3|25.0|24.9|21.7|16.0|13.1|12.5|9.9|14.0|17.3|18.9
폴딩박스,8570,2070,6500,중간,33.5,급하락,100|50.5|51.4|60.4|55.9|43.5|31.1|28.4|27.0|22.7|30.2|32.9|33.5
폼룰러,3820,550,3270,높음,9.1,급하락,12.2|13.2|13.6|13.9|9.9|6.5|5.6|5.5|7.0|5.6|8.7|9.5|9.1
풀오버,1900,410,1490,높음,4.4,유지,6.7|5.7|5.8|5.8|7.9|10.5|10.7|10.9|10.5|6.9|6.9|6.6|4.4
풋크림,4620,850,3770,높음,11.8,급상승,11.7|10.5|8.6|8.2|7.7|10.6|22.3|28.4|28.9|16.4|13.9|11.8|11.8
플랫슈즈,24770,3170,21600,높음,80.9,급상승,81.2|61.4|44.7|52.6|82.9|61.3|36.8|29.1|29.1|46.0|99.0|100|80.9
플리스자켓,890,190,700,중간,3.1,급상승,3.3|2.0|2.5|4.9|13.6|73.3|89.1|51.8|38.1|23.2|18.9|5.9|3.1
핀,5590,1240,4350,높음,15.1,급하락,22.7|21.4|22.3|21.2|19.4|18.6|17.8|17.6|17.3|14.8|16.3|15.4|15.1
하이힐,4920,730,4190,높음,14.1,유지,17.2|23.2|16.6|36.3|19.6|22.6|16.9|13.0|19.0|15.3|27.9|15.1|14.1
하프자켓,180,20,160,높음,0.7,급상승,1.0|0.2|0.2|0.4|1.3|2.6|2.5|1.8|1.2|2.2|4.7|1.5|0.7
하프코트,340,60,280,높음,0.9,급상승,1.3|1.1|1.8|4.5|7.5|35.8|100|77.7|49.2|35.4|19.7|2.6|0.9
하프팬츠,540,90,450,높음,1.1,급하락,2.1|3.0|3.4|1.3|0.6|0.5|0.5|0.2|0.2|0.2|0.4|0.9|1.1
한복소품,420,50,370,높음,0.2,급하락,0.3|0.1|0.2|0.3|0.7|0.3|0.2|0.2|0.4|0.4|0.2|0.1|0.2
핸드소독제,10,5,5,높음,,,
핸드크림,20360,4760,15600,중간,29.0,급상승,37.9|23.8|21.4|24.4|38.1|61.6|89.2|100|74.8|51.6|46.6|44.2|29.0
핸드폰케이스백,25,5,20,높음,0.0,유지,0.0|0.0|0.0
헌팅캡,4080,710,3370,높음,4.6,하락,6.8|6.5|5.5|5.8|6.5|7.1|8.0|8.1|7.4|6.0|6.6|5.4|4.6
헤어미스트,7630,1240,6390,중간,12.9,하락,16.7|14.5|14.4|14.1|12.5|11.8|13.0|15.8|16.4|14.9|15.9|13.0|12.9
헤어밴드,28150,4450,23700,높음,40.6,급하락,57.9|68.6|100|84.1|57.9|37.7|33.5|35.2|41.2|34.0|37.8|37.1|40.6
